claim_id,parent_sku,component_sku,component_type,failure_date,failure_reason,within_warranty
WC-88403,HPSAMSUNGCHROM2-I3-8.0-UNK,BATT-HPSAMSUNGCHROM2-G1,Battery,2026-03-22,Battery not detected,True
WC-88404,HPSAMSUNGCHROM2-I3-8.0-UNK,MB-HPSAMSUNGCHROM2-G1,Motherboard,2026-04-16,Board fails POST,True
WC-88405,HPSAMSUNGCHROM2-I3-8.0-UNK,BATT-HPSAMSUNGCHROM2-G1,Battery,2026-06-30,Swelling,True
WC-88406,HPSAMSUNGCHROM2-I3-8.0-UNK,DISP-HPSAMSUNGCHROM2-G1,Display,2026-03-25,Backlight bleed,True
WC-88407,HPSAMSUNGCHROM2-I3-8.0-UNK,KB-HPSAMSUNGCHROM2-G1,Keyboard,2026-02-14,Backlight failure,False
WC-88408,HPSAMSUNGCHROM2-I3-8.0-UNK,KB-HPSAMSUNGCHROM2-G1,Keyboard,2026-05-20,Backlight failure,True
WC-88409,HPSAMSUNGCHROM2-I3-8.0-UNK,DISP-HPSAMSUNGCHROM2-G1,Display,2026-06-06,Backlight bleed,True
WC-88410,HPSAMSUNGCHROM2-I3-8.0-UNK,DISP-HPSAMSUNGCHROM2-G1,Display,2026-03-13,Backlight bleed,True
WC-88411,HPSAMSUNGCHROM2-I3-8.0-UNK,MB-HPSAMSUNGCHROM2-G1,Motherboard,2026-07-17,Random shutdowns,True
WC-88412,HPT4M32UTABA-CEL-16.0-16.0,DISP-HPT4M32UTABA-G1,Display,2026-03-23,Backlight bleed,True
WC-88413,HPT4M32UTABA-CEL-16.0-16.0,BATT-HPT4M32UTABA-G1,Battery,2026-03-15,Swelling,True
WC-88414,HPT4M32UTABA-CEL-16.0-16.0,KB-HPT4M32UTABA-G1,Keyboard,2026-04-08,Backlight failure,True
WC-88415,HPT4M32UTABA-CEL-16.0-16.0,BATT-HPT4M32UTABA-G1,Battery,2026-03-16,Swelling,True
WC-88416,HPT4M32UTABA-CEL-16.0-16.0,BATT-HPT4M32UTABA-G1,Battery,2026-03-30,Battery not detected,True
WC-88417,HPT4M32UTABA-CEL-16.0-16.0,MB-HPT4M32UTABA-G1,Motherboard,2026-02-24,Charging circuit failure,True
WC-88418,HPT4M32UTABA-CEL-16.0-16.0,SSD-HPT4M32UTABA-G1,Storage,2026-05-24,Drive not detected,True
WC-88419,HPT4M32UTABA-CEL-16.0-16.0,HNG-HPT4M32UTABA-G1,Chassis/Hinge,2026-03-03,Hinge assembly snapped,True
WC-88420,HPT4M32UTABA-CEL-16.0-16.0,MB-HPT4M32UTABA-G1,Motherboard,2026-02-27,Charging circuit failure,True
WC-88421,HPT4M32UTABA-CEL-16.0-16.0,MB-HPT4M32UTABA-G1,Motherboard,2026-03-26,Board fails POST,True
WC-88422,LENOVO100E-CEL-UNK-UNK,DISP-LENOVO100E-G1,Display,2026-01-02,Dead pixels,True
WC-88423,LENOVO100E-CEL-UNK-UNK,SSD-LENOVO100E-G1,Storage,2026-05-03,SMART errors / failing drive,True
WC-88424,LENOVO100E-CEL-UNK-UNK,DISP-LENOVO100E-G1,Display,2026-03-24,Backlight bleed,True
WC-88425,LENOVO100E-CEL-UNK-UNK,DISP-LENOVO100E-G1,Display,2026-06-16,Dead pixels,True
WC-88426,LENOVO100E-CEL-UNK-UNK,DISP-LENOVO100E-G1,Display,2026-02-14,Backlight bleed,True
WC-88427,LENOVO100E-CEL-UNK-UNK,BATT-LENOVO100E-G1,Battery,2026-01-10,Battery not detected,True
WC-88428,LENOVO100E-CEL-UNK-UNK,MB-LENOVO100E-G1,Motherboard,2026-07-11,Random shutdowns,True
WC-88429,LENOVO100E-CEL-UNK-UNK,HNG-LENOVO100E-G1,Chassis/Hinge,2026-03-18,Loose hinge / screen wobble,True
WC-88430,LENOVO100E-CEL-UNK-UNK,SSD-LENOVO100E-G1,Storage,2026-03-14,Drive not detected,False
WC-88431,LENOVO100E-CEL-UNK-UNK,KB-LENOVO100E-G1,Keyboard,2026-05-15,Backlight failure,False
WC-88432,LENOVOL380-I5-16.0-UNK,SSD-LENOVOL380-G1,Storage,2026-05-10,Drive not detected,True
WC-88433,LENOVOL380-I5-16.0-UNK,KB-LENOVOL380-G1,Keyboard,2026-03-26,Keys unresponsive,True
WC-88434,LENOVOL380-I5-16.0-UNK,BATT-LENOVOL380-G1,Battery,2026-07-03,Swelling,True
WC-88435,LENOVOL380-I5-16.0-UNK,BATT-LENOVOL380-G1,Battery,2026-07-22,Battery not detected,True
WC-88436,LENOVOL380-I5-16.0-UNK,MB-LENOVOL380-G1,Motherboard,2026-02-14,Board fails POST,True
WC-88437,LENOVOL380-I5-16.0-UNK,HNG-LENOVOL380-G1,Chassis/Hinge,2026-03-25,Hinge assembly snapped,True
WC-88438,LENOVOL380-I5-16.0-UNK,BATT-LENOVOL380-G1,Battery,2026-02-17,Swelling,True
WC-88439,LENOVOL380-I5-16.0-UNK,DISP-LENOVOL380-G1,Display,2026-01-02,Backlight bleed,True
WC-88440,LENOVOL380-I5-16.0-UNK,KB-LENOVOL380-G1,Keyboard,2026-07-12,Backlight failure,False
WC-88441,LENOVOL380-I5-16.0-UNK,DISP-LENOVOL380-G1,Display,2026-05-30,Dead pixels,True
WC-88442,LENOVOLEGION5P-I7-16.0-UNK,MB-LENOVOLEGION5P-G1,Motherboard,2026-06-27,Charging circuit failure,True
WC-88443,LENOVOLEGION5P-I7-16.0-UNK,HNG-LENOVOLEGION5P-G1,Chassis/Hinge,2026-04-30,Hinge cracked,True
WC-88444,LENOVOLEGION5P-I7-16.0-UNK,SSD-LENOVOLEGION5P-G1,Storage,2026-06-30,Drive not detected,True
WC-88445,LENOVOLEGION5P-I7-16.0-UNK,BATT-LENOVOLEGION5P-G1,Battery,2026-04-05,Won't hold charge,True
WC-88446,LENOVOLEGION5P-I7-16.0-UNK,MB-LENOVOLEGION5P-G1,Motherboard,2026-05-03,Charging circuit failure,True
WC-88447,LENOVOLEGION5P-I7-16.0-UNK,SSD-LENOVOLEGION5P-G1,Storage,2026-04-06,Drive not detected,True
WC-88448,LENOVOLEGION5P-I7-16.0-UNK,KB-LENOVOLEGION5P-G1,Keyboard,2026-07-13,Sticky keys after spill,True
WC-88449,LENOVOLEGION5P-I7-16.0-UNK,BATT-LENOVOLEGION5P-G1,Battery,2026-07-15,Swelling,True
WC-88450,LENOVOLEGION5P-I7-16.0-UNK,KB-LENOVOLEGION5P-G1,Keyboard,2026-07-21,Keys unresponsive,True
WC-88451,LENOVOLEGION5P-I7-16.0-UNK,DISP-LENOVOLEGION5P-G1,Display,2026-06-30,Backlight bleed,True
WC-88452,LENOVOT480-I5-16.0-UNK,DISP-LENOVOT480-G1,Display,2026-01-29,Dead pixels,True
WC-88453,LENOVOT480-I5-16.0-UNK,KB-LENOVOT480-G1,Keyboard,2026-02-21,Sticky keys after spill,True
WC-88454,LENOVOT480-I5-16.0-UNK,KB-LENOVOT480-G1,Keyboard,2026-03-25,Sticky keys after spill,True
WC-88455,LENOVOT480-I5-16.0-UNK,MB-LENOVOT480-G1,Motherboard,2026-07-03,Board fails POST,True
WC-88456,LENOVOT480-I5-16.0-UNK,SSD-LENOVOT480-G1,Storage,2026-04-25,SMART errors / failing drive,True
WC-88457,LENOVOT480-I5-16.0-UNK,BATT-LENOVOT480-G1,Battery,2026-04-17,Battery not detected,True
WC-88458,LENOVOT480-I5-16.0-UNK,MB-LENOVOT480-G1,Motherboard,2026-04-29,Random shutdowns,True
WC-88459,LENOVOT480-I5-16.0-UNK,MB-LENOVOT480-G1,Motherboard,2026-03-07,No power / dead board,True
WC-88460,LENOVOT480-I5-16.0-UNK,HNG-LENOVOT480-G1,Chassis/Hinge,2026-01-19,Hinge assembly snapped,True
WC-88461,LENOVOT480-I5-16.0-UNK,HNG-LENOVOT480-G1,Chassis/Hinge,2026-05-19,Hinge assembly snapped,False
WC-88462,LENOVOTHINKPAD-I5-8.0-256.0,BATT-LENOVOTHINKPAD-G1,Battery,2026-05-01,Swelling,True
WC-88463,LENOVOTHINKPAD-I5-8.0-256.0,KB-LENOVOTHINKPAD-G1,Keyboard,2026-07-16,Keys unresponsive,True
WC-88464,LENOVOTHINKPAD-I5-8.0-256.0,SSD-LENOVOTHINKPAD-G1,Storage,2026-04-06,Drive not detected,True
WC-88465,LENOVOTHINKPAD-I5-8.0-256.0,HNG-LENOVOTHINKPAD-G1,Chassis/Hinge,2026-04-07,Hinge assembly snapped,True
WC-88466,LENOVOTHINKPAD-I5-8.0-256.0,DISP-LENOVOTHINKPAD-G1,Display,2026-02-04,Backlight bleed,True
WC-88467,LENOVOTHINKPAD-I5-8.0-256.0,KB-LENOVOTHINKPAD-G1,Keyboard,2026-04-11,Sticky keys after spill,True
WC-88468,LENOVOTHINKPAD-I5-8.0-256.0,MB-LENOVOTHINKPAD-G1,Motherboard,2026-01-01,No power / dead board,False
WC-88469,LENOVOTHINKPAD-I5-8.0-256.0,DISP-LENOVOTHINKPAD-G1,Display,2026-06-22,Backlight bleed,True
WC-88470,LENOVOTHINKPAD-I5-8.0-256.0,KB-LENOVOTHINKPAD-G1,Keyboard,2026-03-05,Backlight failure,True
WC-88471,LENOVOTHINKPAD-I5-8.0-256.0,DISP-LENOVOTHINKPAD-G1,Display,2026-02-18,Dead pixels,True
WC-88472,LENOVOYOGA11E3-CEL-UNK-UNK,BATT-LENOVOYOGA11E3-G1,Battery,2026-06-07,Swelling,True
WC-88473,LENOVOYOGA11E3-CEL-UNK-UNK,BATT-LENOVOYOGA11E3-G1,Battery,2026-01-26,Won't hold charge,True
WC-88474,LENOVOYOGA11E3-CEL-UNK-UNK,BATT-LENOVOYOGA11E3-G1,Battery,2026-06-22,Won't hold charge,True
WC-88475,LENOVOYOGA11E3-CEL-UNK-UNK,HNG-LENOVOYOGA11E3-G1,Chassis/Hinge,2026-07-09,Hinge assembly snapped,True
WC-88476,LENOVOYOGA11E3-CEL-UNK-UNK,BATT-LENOVOYOGA11E3-G1,Battery,2026-05-19,Swelling,True
WC-88477,LENOVOYOGA11E3-CEL-UNK-UNK,BATT-LENOVOYOGA11E3-G1,Battery,2026-02-05,Won't hold charge,False
WC-88478,LENOVOYOGA11E3-CEL-UNK-UNK,MB-LENOVOYOGA11E3-G1,Motherboard,2026-07-28,Random shutdowns,True
WC-88479,LENOVOYOGA11E3-CEL-UNK-UNK,BATT-LENOVOYOGA11E3-G1,Battery,2026-03-02,Battery not detected,True
WC-88480,LENOVOYOGA11E3-CEL-UNK-UNK,HNG-LENOVOYOGA11E3-G1,Chassis/Hinge,2026-02-26,Hinge cracked,True
WC-88481,LENOVOYOGA11E3-CEL-UNK-UNK,KB-LENOVOYOGA11E3-G1,Keyboard,2026-05-23,Sticky keys after spill,True
WC-88482,LG17ZB90RKAAC7-I7-16.0-UNK,SSD-LG17ZB90RKAAC7-G1,Storage,2026-06-10,Drive not detected,True
WC-88483,LG17ZB90RKAAC7-I7-16.0-UNK,MB-LG17ZB90RKAAC7-G1,Motherboard,2026-03-30,Board fails POST,True
WC-88484,LG17ZB90RKAAC7-I7-16.0-UNK,DISP-LG17ZB90RKAAC7-G1,Display,2026-06-28,Backlight bleed,True
WC-88485,LG17ZB90RKAAC7-I7-16.0-UNK,MB-LG17ZB90RKAAC7-G1,Motherboard,2026-04-07,Charging circuit failure,True
WC-88486,LG17ZB90RKAAC7-I7-16.0-UNK,DISP-LG17ZB90RKAAC7-G1,Display,2026-03-03,Dead pixels,True
WC-88487,LG17ZB90RKAAC7-I7-16.0-UNK,DISP-LG17ZB90RKAAC7-G1,Display,2026-07-26,Backlight bleed,False
WC-88488,LG17ZB90RKAAC7-I7-16.0-UNK,KB-LG17ZB90RKAAC7-G1,Keyboard,2026-04-16,Backlight failure,True
WC-88489,LG17ZB90RKAAC7-I7-16.0-UNK,HNG-LG17ZB90RKAAC7-G1,Chassis/Hinge,2026-04-10,Hinge assembly snapped,True
WC-88490,LG17ZB90RKAAC7-I7-16.0-UNK,BATT-LG17ZB90RKAAC7-G1,Battery,2026-06-15,Swelling,False
WC-88491,LG17ZB90RKAAC7-I7-16.0-UNK,DISP-LG17ZB90RKAAC7-G1,Display,2026-01-24,Dead pixels,True
WC-88492,MICROSOFTSURFA-I5-256.0-256.0,HNG-MICROSOFTSURFA-G1,Chassis/Hinge,2026-06-22,Loose hinge / screen wobble,True
WC-88493,MICROSOFTSURFA-I5-256.0-256.0,BATT-MICROSOFTSURFA-G1,Battery,2026-02-18,Won't hold charge,True
WC-88494,MICROSOFTSURFA-I5-256.0-256.0,BATT-MICROSOFTSURFA-G1,Battery,2026-02-25,Battery not detected,True
WC-88495,MICROSOFTSURFA-I5-256.0-256.0,KB-MICROSOFTSURFA-G1,Keyboard,2026-03-19,Keys unresponsive,True
WC-88496,MICROSOFTSURFA-I5-256.0-256.0,BATT-MICROSOFTSURFA-G1,Battery,2026-07-09,Swelling,True
WC-88497,MICROSOFTSURFA-I5-256.0-256.0,MB-MICROSOFTSURFA-G1,Motherboard,2026-03-04,Charging circuit failure,True
WC-88498,MICROSOFTSURFA-I5-256.0-256.0,DISP-MICROSOFTSURFA-G1,Display,2026-05-22,Backlight bleed,True
WC-88499,MICROSOFTSURFA-I5-256.0-256.0,SSD-MICROSOFTSURFA-G1,Storage,2026-04-30,Drive not detected,True
WC-88500,MICROSOFTSURFA-I5-256.0-256.0,MB-MICROSOFTSURFA-G1,Motherboard,2026-05-12,Board fails POST,True
WC-88501,MICROSOFTSURFA-I5-256.0-256.0,KB-MICROSOFTSURFA-G1,Keyboard,2026-07-14,Backlight failure,False
WC-88502,MICROSOFTSURFA2-I5-4.0-128.0,SSD-MICROSOFTSURFA2-G1,Storage,2026-03-22,Drive not detected,True
WC-88503,MICROSOFTSURFA2-I5-4.0-128.0,DISP-MICROSOFTSURFA2-G1,Display,2026-07-09,Dead pixels,True
WC-88504,MICROSOFTSURFA2-I5-4.0-128.0,SSD-MICROSOFTSURFA2-G1,Storage,2026-05-30,Drive not detected,True
WC-88505,MICROSOFTSURFA2-I5-4.0-128.0,BATT-MICROSOFTSURFA2-G1,Battery,2026-03-26,Swelling,True
WC-88506,MICROSOFTSURFA2-I5-4.0-128.0,MB-MICROSOFTSURFA2-G1,Motherboard,2026-05-08,Random shutdowns,True
WC-88507,MICROSOFTSURFA2-I5-4.0-128.0,DISP-MICROSOFTSURFA2-G1,Display,2026-07-05,Backlight bleed,True
WC-88508,MICROSOFTSURFA2-I5-4.0-128.0,BATT-MICROSOFTSURFA2-G1,Battery,2026-02-13,Swelling,True
WC-88509,MICROSOFTSURFA2-I5-4.0-128.0,SSD-MICROSOFTSURFA2-G1,Storage,2026-02-17,SMART errors / failing drive,True
WC-88510,MICROSOFTSURFA2-I5-4.0-128.0,HNG-MICROSOFTSURFA2-G1,Chassis/Hinge,2026-07-29,Loose hinge / screen wobble,True
WC-88511,MICROSOFTSURFA2-I5-4.0-128.0,SSD-MICROSOFTSURFA2-G1,Storage,2026-04-16,SMART errors / failing drive,True
